"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"033020","Ferriere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1157,"p","dato provvisorio"
"080033","Ferruzzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",766,"p","dato provvisorio"
"057028","Fiamignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1259,"p","dato provvisorio"
"001104","Fiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2639,"p","dato provvisorio"
"043017","Fiastra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",644,"p","dato provvisorio"
"022083","Fiavè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1075,"p","dato provvisorio"
"082035","Ficarazzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13050,"p","dato provvisorio"
"029021","Ficarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2305,"p","dato provvisorio"
"055013","Ficulle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1622,"p","dato provvisorio"
"034014","Fidenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",27204,"p","dato provvisorio"
"021031","Fiè allo Sciliar/Völs am Schlern","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3616,"p","dato provvisorio"
"019043","Fiesco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1219,"p","dato provvisorio"
"048015","Fiesole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14002,"p","dato provvisorio"
"017071","Fiesse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2022,"p","dato provvisorio"
"027014","Fiesso d'Artico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8485,"p","dato provvisorio"
"013101","Figino Serenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5108,"p","dato provvisorio"
"078053","Figline Vegliaturo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1152,"p","dato provvisorio"
"058037","Filacciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",434,"p","dato provvisorio"
"045006","Filattiera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2243,"p","dato provvisorio"
"060034","Filettino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",510,"p","dato provvisorio"
"069032","Filetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",883,"p","dato provvisorio"
"076032","Filiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2837,"p","dato provvisorio"
"070024","Fossalto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1241,"p","dato provvisorio"
"004089","Fossano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",24477,"p","dato provvisorio"
"054019","Fossato di Vico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2738,"p","dato provvisorio"
"027017","Fossò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7020,"p","dato provvisorio"
"041015","Fossombrone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9286,"p","dato provvisorio"
"024041","Foza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",680,"p","dato provvisorio"
"004090","Frabosa Soprana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",745,"p","dato provvisorio"
"006069","Fraconalto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",311,"p","dato provvisorio"
"073006","Fragagnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5134,"p","dato provvisorio"
"062033","Fragneto l'Abate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",999,"p","dato provvisorio"
"062034","Fragneto Monforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1772,"p","dato provvisorio"
"011014","Framura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",629,"p","dato provvisorio"
"069035","Francavilla al Mare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26110,"p","dato provvisorio"
"109007","Francavilla d'Ete","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",928,"p","dato provvisorio"
"074008","Francavilla Fontana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",35935,"p","dato provvisorio"
"076034","Francavilla in Sinni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4132,"p","dato provvisorio"
"061036","Francolise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4721,"p","dato provvisorio"
"005016","Camerano Casasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",414,"p","dato provvisorio"
"043007","Camerino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6676,"p","dato provvisorio"
"093011","Castelnovo del Friuli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",834,"p","dato provvisorio"
"052006","Castelnuovo Berardenga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9058,"p","dato provvisorio"
"065032","Castelnuovo Cilento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2840,"p","dato provvisorio"
"057014","Castelnuovo di Farfa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1052,"p","dato provvisorio"
"011011","Castelnuovo Magra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8384,"p","dato provvisorio"
"036009","Cavezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7007,"p","dato provvisorio"
"051013","Cavriglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9538,"p","dato provvisorio"
"060024","Ceccano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",23102,"p","dato provvisorio"
"018042","Cecima","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",224,"p","dato provvisorio"
"017047","Cedegolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1141,"p","dato provvisorio"
"082026","Cefalà Diana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",997,"p","dato provvisorio"
"082027","Cefalù","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14155,"p","dato provvisorio"
"066032","Celano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10764,"p","dato provvisorio"
"069021","Celenza sul Trigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",846,"p","dato provvisorio"
"071018","Celenza Valfortore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1485,"p","dato provvisorio"
"078034","Celico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2770,"p","dato provvisorio"
"019028","Cella Dati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",479,"p","dato provvisorio"
"006056","Cella Monte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",495,"p","dato provvisorio"
"072018","Cellamare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5794,"p","dato provvisorio"
"078035","Cellara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",483,"p","dato provvisorio"
"005033","Cellarengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",709,"p","dato provvisorio"
"017048","Cellatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4879,"p","dato provvisorio"
"065038","Celle di Bulgheria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1804,"p","dato provvisorio"
"004060","Celle di Macra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",86,"p","dato provvisorio"
"071019","Celle di San Vito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",164,"p","dato provvisorio"
"005034","Celle Enomondo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",470,"p","dato provvisorio"
"009022","Celle Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5068,"p","dato provvisorio"
"056019","Celleno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1308,"p","dato provvisorio"
"056020","Cellere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1110,"p","dato provvisorio"
"007018","Champorcher","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",384,"p","dato provvisorio"
"004067","Cherasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9368,"p","dato provvisorio"
"001075","Chialamberto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",355,"p","dato provvisorio"
"024029","Chiampo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12692,"p","dato provvisorio"
"064027","Chianche","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",459,"p","dato provvisorio"
"052009","Chianciano Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7025,"p","dato provvisorio"
"050012","Chianni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1330,"p","dato provvisorio"
"001076","Chianocco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1590,"p","dato provvisorio"
"088002","Chiaramonte Gulfi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8084,"p","dato provvisorio"
"090025","Chiaramonti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1573,"p","dato provvisorio"
"026016","Chiarano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3671,"p","dato provvisorio"
"042014","Chiaravalle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14670,"p","dato provvisorio"
"079029","Chiaravalle Centrale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5362,"p","dato provvisorio"
"017052","Chiari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19256,"p","dato provvisorio"
"076028","Chiaromonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1868,"p","dato provvisorio"
"094015","Chiauci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",204,"p","dato provvisorio"
"010015","Chiavari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",27725,"p","dato provvisorio"
"014018","Chiavenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7330,"p","dato provvisorio"
"001077","Chiaverano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2045,"p","dato provvisorio"
"021021","Chienes/Kiens","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2927,"p","dato provvisorio"
"001078","Chieri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",36770,"p","dato provvisorio"
"025012","Chies d'Alpago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1297,"p","dato provvisorio"
"014019","Chiesa in Valmalenco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2433,"p","dato provvisorio"
"001079","Chiesanuova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",220,"p","dato provvisorio"
"047022","Chiesina Uzzanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4507,"p","dato provvisorio"
"071021","Chieuti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1618,"p","dato provvisorio"
"019029","Chieve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2280,"p","dato provvisorio"
"016072","Chignolo d'Isola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3448,"p","dato provvisorio"
"018048","Chignolo Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3984,"p","dato provvisorio"
"027008","Chioggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48971,"p","dato provvisorio"
"001080","Chiomonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",881,"p","dato provvisorio"
"093013","Chions","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5180,"p","dato provvisorio"
"030024","Chiopris-Viscone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",651,"p","dato provvisorio"
"051014","Chitignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",907,"p","dato provvisorio"
"016073","Chiuduno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6116,"p","dato provvisorio"
"024030","Chiuppano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2489,"p","dato provvisorio"
